index,final_pft_direct,final_source_type,source_file,pam_used_for_clustering,pam_k,pam_cluster,subpft_name,dbf_original_pam_cluster,cropland_final_group,final_pft,final_pft_assignment_method,final_pft_source_final,nearest_ecological_distance,second_nearest_final_pft,second_nearest_ecological_distance,distance_margin,n_vars_used_in_distance
926,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
927,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
928,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
929,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
930,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
931,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
932,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
933,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
934,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
935,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
936,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
937,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
938,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
939,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
940,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
941,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
942,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
943,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
944,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
945,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
946,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
947,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
948,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
949,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0748797574891312,Open_Shrublands__P1,0.0840099454712979,0.00913018798216671,14
950,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
951,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
952,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
953,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
954,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
955,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
956,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
957,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
958,,,,,,,,,,Open_Shrublands__P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0749960788411497,Open_Vegetation_Complex_P1,0.0871476845627051,0.0121516057215554,14
959,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
960,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
961,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
962,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0412772741515502,Open_Shrublands__P1,0.0653927374888434,0.0241154633372932,14
963,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
964,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
965,Open_Vegetation_Complex_P2,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P2,Open_Vegetation_Complex_P2,,,Open_Vegetation_Complex_P2,direct_or_standalone_assignment,open_vegetation_complex,,,,,
966,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
967,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
968,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
969,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
970,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
971,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
972,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
973,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
974,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
975,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
976,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
977,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
978,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
979,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
980,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
981,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
982,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
983,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
984,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
985,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
986,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
987,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
988,,,,,,,,,,Open_Shrublands__P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0828035274138224,Open_Vegetation_Complex_P1,0.0925669740501068,0.00976344663628434,14
989,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
990,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
991,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
992,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
993,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
994,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
995,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
996,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
997,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
998,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
999,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1001,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1002,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1003,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1004,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1005,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1006,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0741246779637815,Open_Shrublands__P1,0.0814121337928524,0.00728745582907088,14
1007,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1008,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1009,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1010,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1011,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0535869137970593,Open_Shrublands__P1,0.075885267755841,0.0222983539587816,14
1012,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1013,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1014,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1015,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1016,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
